Fund Holdings as of,"30/Aug/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"FBK","FINECOBANK BANCA FINECO","Equity","0.02","18.87","409,161.00","7,719,477.33","7,719,477.33","Financials","IT0000072170","Borsa Italiana","Italy","EUR"
"7011","MITSUBISHI HEAVY INDUSTRIES LTD","Equity","0.02","26.62","289,932.00","7,718,857.49","7,718,857.49","Industrials","JP3900000005","Tokyo Stock Exchange","Japan","JPY"
"NHY","NORSK HYDRO","Equity","0.02","7.00","1,101,747.00","7,709,826.85","7,709,826.85","Materials","NO0005052605","Oslo Bors Asa","Norway","NOK"
"AFX","CARL ZEISS MEDITEC AG","Equity","0.02","225.24","34,199.00","7,703,082.28","7,703,082.28","Health Care","DE0005313704","Xetra","Germany","EUR"
"AENA","AENA SME SA","Equity","0.02","159.46","48,069.00","7,665,250.26","7,665,250.26","Industrials","ES0105046009","Bolsa De Madrid","Spain","EUR"
"HAS","HASBRO INC","Equity","0.02","98.33","77,846.00","7,654,597.18","7,654,597.18","Consumer Discretionary","US4180561072","NASDAQ","United States","USD"
"MPW","MEDICAL PROPERTIES TRUST REIT INC","Equity","0.02","20.31","376,389.00","7,644,460.59","7,644,460.59","Real Estate","US58463J3041","New York Stock Exchange Inc.","United States","USD"
"9042","HANKYU HANSHIN HOLDINGS INC","Equity","0.02","30.34","251,800.00","7,640,716.98","7,640,716.98","Industrials","JP3774200004","Tokyo Stock Exchange","Japan","JPY"
"5713","SUMITOMO METAL MINING LTD","Equity","0.02","37.80","202,182.00","7,641,727.20","7,641,727.20","Materials","JP3402600005","Tokyo Stock Exchange","Japan","JPY"
"LUMN","LUMEN TECHNOLOGIES INC","Equity","0.02","11.96","636,976.00","7,618,232.96","7,618,232.96","Communication","US5502411037","New York Stock Exchange Inc.","United States","USD"
"JNPR","JUNIPER NETWORKS INC","Equity","0.02","29.44","257,933.00","7,593,547.52","7,593,547.52","Information Technology","US48203R1041","New York Stock Exchange Inc.","United States","USD"
"DISH","DISH NETWORK CORP CLASS A","Equity","0.02","43.30","173,676.00","7,520,170.80","7,520,170.80","Communication","US25470M1099","NASDAQ","United States","USD"
"APO","APOLLO GLOBAL MANAGEMENT INC CLASS","Equity","0.02","58.87","127,794.00","7,523,232.78","7,523,232.78","Financials","US03768E1055","New York Stock Exchange Inc.","United States","USD"
"LSPD","LIGHTSPEED COMMERCE INC","Equity","0.02","108.14","69,512.00","7,516,915.09","7,516,915.09","Information Technology","CA53229C1077","Toronto Stock Exchange","Canada","CAD"
"SUN","SUNCORP GROUP LTD","Equity","0.02","9.09","820,883.00","7,459,062.15","7,459,062.15","Financials","AU000000SUN6","Asx - All Markets","Australia","AUD"
"ITRK","INTERTEK GROUP PLC","Equity","0.02","71.95","102,837.00","7,399,299.54","7,399,299.54","Industrials","GB0031638363","London Stock Exchange","United Kingdom","GBP"
"FWONK","LIBERTY MEDIA FORMULA ONE CORP SER","Equity","0.02","50.06","147,072.00","7,362,424.32","7,362,424.32","Communication","US5312298541","NASDAQ","United States","USD"
"9143","SG HOLDINGS LTD","Equity","0.02","27.17","270,700.00","7,354,626.27","7,354,626.27","Industrials","JP3162770006","Tokyo Stock Exchange","Japan","JPY"
"9064","YAMATO HOLDINGS LTD","Equity","0.02","25.27","290,564.00","7,341,760.87","7,341,760.87","Industrials","JP3940000007","Tokyo Stock Exchange","Japan","JPY"
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Equity","0.02","53.05","138,312.00","7,337,451.60","7,337,451.60","Industrials","US4990491049","New York Stock Exchange Inc.","United States","USD"
"REG","REGENCY CENTERS REIT CORP","Equity","0.02","68.20","107,582.00","7,337,092.40","7,337,092.40","Real Estate","US7588491032","NASDAQ","United States","USD"
"BSL","BLUESCOPE STEEL LTD","Equity","0.02","18.36","399,476.00","7,335,588.17","7,335,588.17","Materials","AU000000BSL0","Asx - All Markets","Australia","AUD"
"RE","EVEREST RE GROUP LTD","Equity","0.02","263.02","27,871.00","7,330,630.42","7,330,630.42","Financials","BMG3223R1088","New York Stock Exchange Inc.","United States","USD"
"7272","YAMAHA MOTOR LTD","Equity","0.02","25.24","289,400.00","7,304,450.21","7,304,450.21","Consumer Discretionary","JP3942800008","Tokyo Stock Exchange","Japan","JPY"
"TEVA","TEVA PHARMACEUTICAL INDUSTRIES LTD","Equity","0.02","9.33","782,988.00","7,301,495.14","7,301,495.14","Health Care","IL0006290147","Tel Aviv Stock Exchange","Israel","ILS"
"SEK","SEEK LTD","Equity","0.02","23.36","312,260.00","7,292,894.75","7,292,894.75","Communication","AU000000SEK6","Asx - All Markets","Australia","AUD"
"SIRI","SIRIUS XM HOLDINGS INC","Equity","0.02","6.27","1,160,837.00","7,278,447.99","7,278,447.99","Communication","US82968B1035","NASDAQ","United States","USD"
"HEN","HENKEL AG","Equity","0.02","91.27","79,741.00","7,277,583.50","7,277,583.50","Consumer Staples","DE0006048408","Xetra","Germany","EUR"
"4528","ONO PHARMACEUTICAL LTD","Equity","0.02","23.70","306,200.00","7,256,247.67","7,256,247.67","Health Care","JP3197600004","Tokyo Stock Exchange","Japan","JPY"
"WRB","WR BERKLEY CORP","Equity","0.02","75.17","96,425.00","7,248,267.25","7,248,267.25","Financials","US0844231029","New York Stock Exchange Inc.","United States","USD"
"J36","JARDINE MATHESON HOLDINGS LTD","Equity","0.02","56.30","128,703.00","7,245,978.90","7,245,978.90","Industrials","BMG507361001","Singapore Exchange","Hong Kong","USD"
"SGE","SAGE GROUP PLC","Equity","0.02","10.21","707,941.00","7,230,603.54","7,230,603.54","Information Technology","GB00B8C3BL03","London Stock Exchange","United Kingdom","GBP"
"STERV","STORA ENSO CLASS R","Equity","0.02","19.80","364,781.00","7,222,197.61","7,222,197.61","Materials","FI0009005961","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"8984","DAIWA HOUSE REIT CORP","Equity","0.02","3,020.79","2,389.00","7,216,668.94","7,216,668.94","Real Estate","JP3046390005","Tokyo Stock Exchange","Japan","JPY"
"WU","WESTERN UNION","Equity","0.02","21.27","339,039.00","7,211,359.53","7,211,359.53","Information Technology","US9598021098","New York Stock Exchange Inc.","United States","USD"
"9613","NTT DATA CORP","Equity","0.02","17.78","405,360.00","7,206,891.77","7,206,891.77","Information Technology","JP3165700000","Tokyo Stock Exchange","Japan","JPY"
"CF","CF INDUSTRIES HOLDINGS INC","Equity","0.02","44.81","160,621.00","7,197,427.01","7,197,427.01","Materials","US1252691001","New York Stock Exchange Inc.","United States","USD"
"IVZ","INVESCO LTD","Equity","0.02","25.13","285,356.00","7,170,996.28","7,170,996.28","Financials","BMG491BT1088","New York Stock Exchange Inc.","United States","USD"
"MRW","MORRISON(WM.)SUPERMARKETS","Equity","0.02","4.00","1,788,519.00","7,147,912.32","7,147,912.32","Consumer Staples","GB0006043169","London Stock Exchange","United Kingdom","GBP"
"BRBY","BURBERRY GROUP PLC","Equity","0.02","25.47","279,781.00","7,124,660.24","7,124,660.24","Consumer Discretionary","GB0031743007","London Stock Exchange","United Kingdom","GBP"
"ACS","ACS ACTIVIDADES DE CONSTRUCCION Y","Equity","0.02","26.96","264,085.00","7,119,920.42","7,119,920.42","Industrials","ES0167050915","Bolsa De Madrid","Spain","EUR"
"SKF B","SKF B","Equity","0.02","25.79","275,473.00","7,104,442.52","7,104,442.52","Industrials","SE0000108227","Nasdaq Omx Nordic","Sweden","SEK"
"WYNN","WYNN RESORTS LTD","Equity","0.02","99.89","70,853.00","7,077,506.17","7,077,506.17","Consumer Discretionary","US9831341071","NASDAQ","United States","USD"
"MRO","MELROSE INDUSTRIES PLC","Equity","0.02","2.09","3,373,491.00","7,036,109.70","7,036,109.70","Industrials","GB00BZ1G4322","London Stock Exchange","United Kingdom","GBP"
"6479","MINEBEA MITSUMI INC","Equity","0.02","25.73","272,950.00","7,023,361.99","7,023,361.99","Industrials","JP3906000009","Tokyo Stock Exchange","Japan","JPY"
"LISN","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Equity","0.02","120,844.93","58.00","7,009,006.06","7,009,006.06","Consumer Staples","CH0010570759","SIX Swiss Exchange","Switzerland","CHF"
"Y","ALLEGHANY CORP","Equity","0.02","675.52","10,360.00","6,998,387.20","6,998,387.20","Financials","US0171751003","New York Stock Exchange Inc.","United States","USD"
"EXO","EXOR NV","Equity","0.02","83.96","83,239.00","6,988,886.61","6,988,886.61","Financials","NL0012059018","Borsa Italiana","Italy","EUR"
"2801","KIKKOMAN CORP","Equity","0.02","73.97","94,200.00","6,968,254.40","6,968,254.40","Consumer Staples","JP3240400006","Tokyo Stock Exchange","Japan","JPY"
"VER","VEREIT INC","Equity","0.02","50.20","138,618.00","6,958,623.60","6,958,623.60","Real Estate","US92339V3087","New York Stock Exchange Inc.","United States","USD"
"COH","COCHLEAR LTD","Equity","0.02","166.96","41,398.00","6,911,830.20","6,911,830.20","Health Care","AU000000COH5","Asx - All Markets","Australia","AUD"
"GWRE","GUIDEWIRE SOFTWARE INC","Equity","0.02","119.57","57,686.00","6,897,515.02","6,897,515.02","Information Technology","US40171V1008","New York Stock Exchange Inc.","United States","USD"
"LW","LAMB WESTON HOLDINGS INC","Equity","0.02","64.35","107,064.00","6,889,568.40","6,889,568.40","Consumer Staples","US5132721045","New York Stock Exchange Inc.","United States","USD"
"G24","SCOUT24 N AG","Equity","0.02","85.21","80,576.00","6,866,072.57","6,866,072.57","Communication","DE000A12DM80","Xetra","Germany","EUR"
"CCH","COCA COLA HBC AG","Equity","0.02","36.13","189,758.00","6,855,424.27","6,855,424.27","Consumer Staples","CH0198251305","London Stock Exchange","United Kingdom","GBP"
"HO","THALES SA","Equity","0.02","101.07","67,454.00","6,817,591.56","6,817,591.56","Industrials","FR0000121329","Nyse Euronext - Euronext Paris","France","EUR"
"VER","VERBUND AG","Equity","0.02","108.08","63,059.00","6,815,343.57","6,815,343.57","Utilities","AT0000746409","Wiener Boerse Ag","Austria","EUR"
"SKA B","SKANSKA B","Equity","0.02","29.06","234,268.00","6,808,543.33","6,808,543.33","Industrials","SE0000113250","Nasdaq Omx Nordic","Sweden","SEK"
"ATUS","ALTICE USA INC CLASS A","Equity","0.02","27.49","247,253.00","6,796,984.97","6,796,984.97","Communication","US02156K1034","New York Stock Exchange Inc.","United States","USD"
"AT1","AROUNDTOWN SA","Equity","0.02","7.62","890,709.00","6,784,917.38","6,784,917.38","Real Estate","LU1673108939","Xetra","Germany","EUR"
"TEMN","TEMENOS AG","Equity","0.02","157.41","43,121.00","6,787,891.71","6,787,891.71","Information Technology","CH0012453913","SIX Swiss Exchange","Switzerland","CHF"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Equity","0.02","207.01","32,794.00","6,788,685.94","6,788,685.94","Industrials","US4464131063","New York Stock Exchange Inc.","United States","USD"
"BHC","BAUSCH HEALTH COMPANIES INC","Equity","0.02","29.16","230,696.00","6,727,449.78","6,727,449.78","Health Care","CA0717341071","Toronto Stock Exchange","Canada","CAD"
"AGNC","AGNC INVESTMENT REIT CORP","Equity","0.02","16.23","414,686.00","6,730,353.78","6,730,353.78","Financials","US00123Q1040","NASDAQ","United States","USD"
"ST","SENSATA TECHNOLOGIES HOLDING PLC","Equity","0.02","60.38","111,367.00","6,724,339.46","6,724,339.46","Industrials","GB00BFMBMT84","New York Stock Exchange Inc.","United States","USD"
"3402","TORAY INDUSTRIES INC","Equity","0.02","6.73","998,953.00","6,723,311.35","6,723,311.35","Materials","JP3621000003","Tokyo Stock Exchange","Japan","JPY"
"EN","BOUYGUES SA","Equity","0.02","41.84","160,204.00","6,702,815.85","6,702,815.85","Industrials","FR0000120503","Nyse Euronext - Euronext Paris","France","EUR"
"6506","YASKAWA ELECTRIC CORP","Equity","0.02","49.32","135,300.00","6,672,362.49","6,672,362.49","Industrials","JP3932000007","Tokyo Stock Exchange","Japan","JPY"
"6988","NITTO DENKO CORP","Equity","0.02","74.88","89,131.00","6,674,383.60","6,674,383.60","Materials","JP3684000007","Tokyo Stock Exchange","Japan","JPY"
"DISCK","DISCOVERY INC SERIES C","Equity","0.02","26.73","249,442.00","6,667,584.66","6,667,584.66","Communication","US25470F3029","NASDAQ","United States","USD"
"ABF","ASSOCIATED BRITISH FOODS PLC","Equity","0.02","27.15","245,288.00","6,659,673.75","6,659,673.75","Consumer Staples","GB0006731235","London Stock Exchange","United Kingdom","GBP"
"ELISA","ELISA","Equity","0.02","64.66","102,834.00","6,649,094.25","6,649,094.25","Communication","FI0009007884","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"BWA","BORGWARNER INC","Equity","0.02","42.96","154,217.00","6,625,162.32","6,625,162.32","Consumer Discretionary","US0997241064","New York Stock Exchange Inc.","United States","USD"
"BG","BUNGE LTD","Equity","0.01","75.73","87,175.00","6,601,762.75","6,601,762.75","Consumer Staples","BMG169621056","New York Stock Exchange Inc.","United States","USD"
"AGS","AGEAS SA","Equity","0.01","50.71","129,797.00","6,582,278.70","6,582,278.70","Financials","BE0974264930","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"9007","ODAKYU ELECTRIC RAILWAY LTD","Equity","0.01","24.11","272,804.00","6,577,777.17","6,577,777.17","Industrials","JP3196000008","Tokyo Stock Exchange","Japan","JPY"
"UGI","UGI CORP","Equity","0.01","46.55","140,803.00","6,554,379.65","6,554,379.65","Utilities","US9026811052","New York Stock Exchange Inc.","United States","USD"
"PRY","PRYSMIAN","Equity","0.01","37.70","173,596.00","6,544,188.16","6,544,188.16","Industrials","IT0004176001","Borsa Italiana","Italy","EUR"
"NBIX","NEUROCRINE BIOSCIENCES INC","Equity","0.01","95.94","68,050.00","6,528,717.00","6,528,717.00","Health Care","US64125C1099","NASDAQ","United States","USD"
"ROL","ROLLINS INC","Equity","0.01","39.16","166,478.00","6,519,278.48","6,519,278.48","Industrials","US7757111049","New York Stock Exchange Inc.","United States","USD"
"BARN","BARRY CALLEBAUT AG","Equity","0.01","2,593.74","2,510.00","6,510,299.66","6,510,299.66","Consumer Staples","CH0009002962","SIX Swiss Exchange","Switzerland","CHF"
"T","TELUS CORP","Equity","0.01","23.22","277,439.00","6,442,024.05","6,442,024.05","Communication","CA87971M1032","Toronto Stock Exchange","Canada","CAD"
"HUSQ B","HUSQVARNA","Equity","0.01","13.70","470,139.00","6,441,680.52","6,441,680.52","Consumer Discretionary","SE0001662230","Nasdaq Omx Nordic","Sweden","SEK"
"BDEV","BARRATT DEVELOPMENTS","Equity","0.01","10.08","638,298.00","6,436,755.01","6,436,755.01","Consumer Discretionary","GB0000811801","London Stock Exchange","United Kingdom","GBP"
"ADM","ADMIRAL GROUP PLC","Equity","0.01","50.32","127,767.00","6,429,865.97","6,429,865.97","Financials","GB00B02J6398","London Stock Exchange","United Kingdom","GBP"
"CPU","COMPUTERSHARE LTD","Equity","0.01","11.93","537,246.00","6,407,060.95","6,407,060.95","Information Technology","AU000000CPU5","Asx - All Markets","Australia","AUD"
"HEIA","HEICO CORP CLASS A","Equity","0.01","114.92","55,760.00","6,407,939.20","6,407,939.20","Industrials","US4228062083","New York Stock Exchange Inc.","United States","USD"
"MGR","MIRVAC GROUP STAPLED UNITS","Equity","0.01","2.27","2,820,617.00","6,402,330.96","6,402,330.96","Real Estate","AU000000MGR9","Asx - All Markets","Australia","AUD"
"6963","ROHM LTD","Equity","0.01","96.36","66,350.00","6,393,216.87","6,393,216.87","Information Technology","JP3982800009","Tokyo Stock Exchange","Japan","JPY"
"KBX","KNORR BREMSE AG","Equity","0.01","120.82","52,606.00","6,355,949.51","6,355,949.51","Industrials","DE000KBX1006","Xetra","Germany","EUR"
"GET","GETLINK","Equity","0.01","16.26","389,266.00","6,331,380.93","6,331,380.93","Industrials","FR0010533075","Nyse Euronext - Euronext Paris","France","EUR"
"ONEX","ONEX CORP","Equity","0.01","70.23","90,081.00","6,326,457.65","6,326,457.65","Financials","CA68272K1030","Toronto Stock Exchange","Canada","CAD"
"U","UNITY SOFTWARE INC","Equity","0.01","126.34","49,927.00","6,307,777.18","6,307,777.18","Information Technology","US91332U1016","New York Stock Exchange Inc.","United States","USD"
"RAND","RANDSTAD HOLDING","Equity","0.01","74.12","85,086.00","6,306,686.46","6,306,686.46","Industrials","NL0000379121","Euronext Amsterdam","Netherlands","EUR"
"CAPL","CAPITALAND","Equity","0.01","3.03","2,072,180.00","6,274,194.76","6,274,194.76","Real Estate","SG1J27887962","Singapore Exchange","Singapore","SGD"
"SNOW","SNOWFLAKE CLASS A","Equity","0.01","297.85","20,987.00","6,250,977.95","6,250,977.95","Information Technology","US8334451098","New York Stock Exchange Inc.","United States","USD"
"A17U","ASCENDAS REAL ESTATE INVESTMENT TR","Equity","0.01","2.30","2,718,705.00","6,249,664.08","6,249,664.08","Real Estate","SG1M77906915","Singapore Exchange","Singapore","SGD"
"BOL","BOLIDEN","Equity","0.01","35.41","176,343.00","6,244,639.10","6,244,639.10","Materials","SE0015811559","Nasdaq Omx Nordic","Sweden","SEK"
"4755","RAKUTEN GROUP INC","Equity","0.01","10.14","615,112.00","6,234,791.57","6,234,791.57","Consumer Discretionary","JP3967200001","Tokyo Stock Exchange","Japan","JPY"
"2127","NIHON M&A CENTER INC","Equity","0.01","29.16","213,500.00","6,225,990.63","6,225,990.63","Industrials","JP3689050007","Tokyo Stock Exchange","Japan","JPY"
"7701","SHIMADZU CORP","Equity","0.01","44.77","139,051.00","6,224,747.92","6,224,747.92","Information Technology","JP3357200009","Tokyo Stock Exchange","Japan","JPY"
"AKE","ARKEMA SA","Equity","0.01","127.25","48,704.00","6,197,691.88","6,197,691.88","Materials","FR0010313833","Nyse Euronext - Euronext Paris","France","EUR"
"TAP","MOLSON COORS BREWING CLASS B","Equity","0.01","46.74","132,385.00","6,187,674.90","6,187,674.90","Consumer Staples","US60871R2094","New York Stock Exchange Inc.","United States","USD"
"WN","GEORGE WESTON LTD","Equity","0.01","108.04","57,190.00","6,178,982.33","6,178,982.33","Consumer Staples","CA9611485090","Toronto Stock Exchange","Canada","CAD"
"SEIC","SEI INVESTMENTS","Equity","0.01","62.74","98,417.00","6,174,682.58","6,174,682.58","Financials","US7841171033","NASDAQ","United States","USD"
"IMO","IMPERIAL OIL LTD","Equity","0.01","26.44","233,564.00","6,174,691.12","6,174,691.12","Energy","CA4530384086","Toronto Stock Exchange","Canada","CAD"
"BVI","BUREAU VERITAS SA","Equity","0.01","33.20","185,926.00","6,173,186.82","6,173,186.82","Industrials","FR0006174348","Nyse Euronext - Euronext Paris","France","EUR"
"SINCH","SINCH","Equity","0.01","22.02","280,194.00","6,170,886.05","6,170,886.05","Information Technology","SE0016101844","Nasdaq Omx Nordic","Sweden","SEK"
