Fund Holdings as of,"30/Aug/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"WIPRO","WIPRO LTD","Equity","0.11","8.63","2,391,787.00","20,643,418.16","20,643,418.16","Information Technology","INE075A01022","National Stock Exchange Of India","India","INR"
"MGLU3","MAGAZINE LUIZA SA","Equity","0.11","3.64","5,546,980.00","20,200,600.35","20,200,600.35","Consumer Discretionary","BRMGLUACNOR2","XBSP","Brazil","BRL"
"2379","REALTEK SEMICONDUCTOR CORP","Equity","0.10","19.72","1,004,000.00","19,797,132.22","19,797,132.22","Information Technology","TW0002379005","Taiwan Stock Exchange","Taiwan","TWD"
"3034","NOVATEK MICROELECTRONICS CORP","Equity","0.10","16.35","1,203,000.00","19,673,767.16","19,673,767.16","Information Technology","TW0003034005","Taiwan Stock Exchange","Taiwan","TWD"
"TATN","TATNEFT","Equity","0.10","6.68","2,943,818.00","19,661,151.14","19,661,151.14","Energy","RU0009033591","Standard-Classica-Forts","Russian Federation","RUB"
"HINDALCO","HINDALCO INDUSTRIES LTD","Equity","0.10","6.11","3,208,662.00","19,619,293.52","19,619,293.52","Materials","INE038A01020","National Stock Exchange Of India","India","INR"
"EMIRATESNBD","EMIRATES NBD","Equity","0.10","3.78","5,183,795.00","19,616,609.86","19,616,609.86","Financials","AEE000801010","Dubai Financial Market","United Arab Emirates","AED"
"600036","CHINA MERCHANTS BANK LTD A","Equity","0.10","7.50","2,599,770.00","19,490,430.58","19,490,430.58","Financials","CNE000001B33","Shanghai Stock Exchange","China","CNY"
"3008","LARGAN PRECISION LTD","Equity","0.10","93.73","207,000.00","19,402,874.98","19,402,874.98","Information Technology","TW0003008009","Taiwan Stock Exchange","Taiwan","TWD"
"028260","SAMSUNG C&T CORP","Equity","0.10","112.70","171,735.00","19,353,946.52","19,353,946.52","Industrials","KR7028260008","Korea Exchange (Stock Market)","Korea (South)","KRW"
"DIVISLAB","DIVIS LABORATORIES LTD","Equity","0.10","69.66","277,474.00","19,328,010.12","19,328,010.12","Health Care","INE361B01024","National Stock Exchange Of India","India","INR"
"PKO","POWSZECHNA KASA OSZCZEDNOSCI BANK","Equity","0.10","10.60","1,812,257.00","19,203,654.19","19,203,654.19","Financials","PLPKO0000016","Warsaw Stock Exchange/Equities/Main Market","Poland","PLN"
"TITAN","TITAN COMPANY LTD","Equity","0.10","25.63","739,745.00","18,963,329.44","18,963,329.44","Consumer Discretionary","INE280A01028","National Stock Exchange Of India","India","INR"
"036570","NCSOFT CORP","Equity","0.10","556.20","34,055.00","18,941,333.50","18,941,333.50","Communication","KR7036570000","Korea Exchange (Stock Market)","Korea (South)","KRW"
"268","KINGDEE INT L SOFTWARE GROUP LTD","Equity","0.10","3.53","5,347,000.00","18,885,135.79","18,885,135.79","Information Technology","KYG525681477","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"M&M","MAHINDRA AND MAHINDRA LTD","Equity","0.10","10.80","1,748,004.00","18,882,247.56","18,882,247.56","Consumer Discretionary","INE101A01026","National Stock Exchange Of India","India","INR"
"NESTLEIND","NESTLE INDIA LTD","Equity","0.10","269.42","69,870.00","18,824,363.58","18,824,363.58","Consumer Staples","INE239A01016","National Stock Exchange Of India","India","INR"
"1801","INNOVENT BIOLOGICS INC","Equity","0.10","7.89","2,382,500.00","18,803,211.47","18,803,211.47","Health Care","KYG4818G1010","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"SUNPHARMA","SUN PHARMACEUTICAL INDUSTRIES LTD","Equity","0.10","10.74","1,739,374.00","18,685,768.81","18,685,768.81","Health Care","INE044A01036","National Stock Exchange Of India","India","INR"
"011200","HMM LTD","Equity","0.10","35.14","530,559.00","18,642,429.62","18,642,429.62","Industrials","KR7011200003","Korea Exchange (Stock Market)","Korea (South)","KRW"
"ITSA4","ITAUSA INVESTIMENTOS ITAU PREF SA","Equity","0.10","2.18","8,482,756.00","18,522,051.54","18,522,051.54","Financials","BRITSAACNPR7","XBSP","Brazil","BRL"
"384","CHINA GAS HOLDINGS LTD","Equity","0.10","2.90","6,333,600.00","18,343,170.89","18,343,170.89","Utilities","BMG2109G1033","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"BAJAJFINSV","BAJAJ FINSERV LTD","Equity","0.10","226.00","80,941.00","18,292,467.84","18,292,467.84","Financials","INE918I01018","National Stock Exchange Of India","India","INR"
"DMART","AVENUE SUPERMARTS LTD","Equity","0.09","53.06","341,503.00","18,121,443.32","18,121,443.32","Consumer Staples","INE192R01011","National Stock Exchange Of India","India","INR"
"SBIN","STATE BANK OF INDIA","Equity","0.09","5.77","3,137,220.00","18,097,147.86","18,097,147.86","Financials","INE062A01020","National Stock Exchange Of India","India","INR"
"SOL","SASOL LTD","Equity","0.09","15.46","1,169,629.00","18,078,775.45","18,078,775.45","Materials","ZAE000006896","Johannesburg Stock Exchange","South Africa","ZAR"
"857","PETROCHINA LTD H","Equity","0.09","0.42","42,406,000.00","17,972,913.44","17,972,913.44","Energy","CNE1000003W8","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"2885","YUANTA FINANCIAL HOLDING LTD","Equity","0.09","0.90","19,949,783.00","17,945,939.41","17,945,939.41","Financials","TW0002885001","Taiwan Stock Exchange","Taiwan","TWD"
"ROSN","NK ROSNEFT","Equity","0.09","7.35","2,438,465.00","17,934,169.10","17,934,169.10","Energy","RU000A0J2Q06","Standard-Classica-Forts","Russian Federation","RUB"
"033780","KT&G CORP","Equity","0.09","69.42","257,859.00","17,899,969.15","17,899,969.15","Consumer Staples","KR7033780008","Korea Exchange (Stock Market)","Korea (South)","KRW"
"688","CHINA OVERSEAS LAND INVESTMENT LTD","Equity","0.09","2.29","7,717,500.00","17,682,705.83","17,682,705.83","Real Estate","HK0688002218","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"1288","AGRICULTURAL BANK OF CHINA LTD H","Equity","0.09","0.34","52,473,000.00","17,589,505.72","17,589,505.72","Financials","CNE100000Q43","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"1177","SINO BIOPHARMACEUTICAL LTD","Equity","0.09","0.82","21,521,250.00","17,551,670.27","17,551,670.27","Health Care","KYG8167W1380","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"ITC","ITC LTD","Equity","0.09","2.84","6,170,944.00","17,516,520.92","17,516,520.92","Consumer Staples","INE154A01025","National Stock Exchange Of India","India","INR"
"009150","SAMSUNG ELECTRO MECHANICS LTD","Equity","0.09","152.98","114,028.00","17,443,542.87","17,443,542.87","Information Technology","KR7009150004","Korea Exchange (Stock Market)","Korea (South)","KRW"
"091990","CELLTRION HEALTHCARE LTD","Equity","0.09","103.53","168,343.00","17,427,976.52","17,427,976.52","Health Care","KR7091990002","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"NTCO3","NATURA CO HOLDING SA","Equity","0.09","10.12","1,715,151.00","17,352,159.86","17,352,159.86","Consumer Staples","BRNTCOACNOR5","XBSP","Brazil","BRL"
"2892","FIRST FINANCIAL HOLDING LTD","Equity","0.09","0.82","21,128,484.00","17,333,696.82","17,333,696.82","Financials","TW0002892007","Taiwan Stock Exchange","Taiwan","TWD"
"1010","RIYAD BANK","Equity","0.09","7.20","2,392,814.00","17,225,504.72","17,225,504.72","Financials","SA0007879048","Saudi Stock Exchange","Saudi Arabia","SAR"
"AOT.R","AIRPORTS OF THAILAND NON-VOTING DR","Equity","0.09","1.96","8,762,300.00","17,208,768.48","17,208,768.48","Industrials","TH0765010R16","Stock Exchange Of Thailand","Thailand","THB"
"2007","COUNTRY GARDEN HOLDINGS LTD","Equity","0.09","1.09","15,747,000.00","17,190,716.85","17,190,716.85","Real Estate","KYG245241032","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"GFI","GOLD FIELDS LTD","Equity","0.09","9.29","1,843,860.00","17,123,140.23","17,123,140.23","Materials","ZAE000018123","Johannesburg Stock Exchange","South Africa","ZAR"
"1101","TAIWAN CEMENT CORP","Equity","0.09","1.71","9,981,540.00","17,095,921.56","17,095,921.56","Materials","TW0001101004","Taiwan Stock Exchange","Taiwan","TWD"
"HTHT","HUAZHU GROUP ADR REPRESENTING LTD","Equity","0.09","46.70","361,479.00","16,881,069.30","16,881,069.30","Consumer Discretionary","US44332N1063","NASDAQ","China","USD"
"960","LONGFOR GROUP HOLDINGS LTD","Equity","0.09","4.50","3,743,500.00","16,851,675.73","16,851,675.73","Real Estate","KYG5635P1090","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"SLM","SANLAM LIMITED LTD","Equity","0.09","4.38","3,818,583.00","16,733,018.07","16,733,018.07","Financials","ZAE000070660","Johannesburg Stock Exchange","South Africa","ZAR"
"2357","ASUSTEK COMPUTER INC","Equity","0.09","11.48","1,457,000.00","16,723,926.38","16,723,926.38","Information Technology","TW0002357001","Taiwan Stock Exchange","Taiwan","TWD"
"SUZB3","SUZANO SA","Equity","0.09","11.87","1,404,274.00","16,663,793.24","16,663,793.24","Materials","BRSUZBACNOR0","XBSP","Brazil","BRL"
"2899","ZIJIN MINING GROUP LTD H","Equity","0.09","1.42","11,746,000.00","16,654,680.43","16,654,680.43","Materials","CNE100000502","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"HDFCLIFE","HDFC LIFE INSURANCE COMPANY LTD","Equity","0.09","9.72","1,702,733.00","16,552,854.34","16,552,854.34","Financials","INE795G01014","National Stock Exchange Of India","India","INR"
"JSWSTEEL","JSW STEEL LTD","Equity","0.09","9.37","1,759,940.00","16,489,327.56","16,489,327.56","Materials","INE019A01038","National Stock Exchange Of India","India","INR"
"POWERGRID","POWER GRID CORPORATION OF INDIA LT","Equity","0.08","2.40","6,780,589.00","16,239,679.48","16,239,679.48","Utilities","INE752E01010","National Stock Exchange Of India","India","INR"
"MAYBANK","MALAYAN BANKING","Equity","0.08","2.02","7,991,100.00","16,147,519.85","16,147,519.85","Financials","MYL1155OO000","Bursa Malaysia","Malaysia","MYR"
"017670","SK TELECOM LTD","Equity","0.08","249.82","64,182.00","16,033,811.54","16,033,811.54","Communication","KR7017670001","Korea Exchange (Stock Market)","Korea (South)","KRW"
"CIMB","CIMB GROUP HOLDINGS","Equity","0.08","1.18","13,514,279.00","15,962,258.81","15,962,258.81","Financials","MYL1023OO000","Bursa Malaysia","Malaysia","MYR"
"992","LENOVO GROUP LTD","Equity","0.08","1.06","14,980,000.00","15,930,132.35","15,930,132.35","Information Technology","HK0992009065","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"BMRI","BANK MANDIRI (PERSERO)","Equity","0.08","0.41","38,411,500.00","15,904,552.89","15,904,552.89","Financials","ID1000095003","Indonesia Stock Exchange","Indonesia","IDR"
"2382","QUANTA COMPUTER INC","Equity","0.08","2.79","5,701,000.00","15,897,936.42","15,897,936.42","Information Technology","TW0002382009","Taiwan Stock Exchange","Taiwan","TWD"
"2609","YANG MING MARINE TRANSPORT CORP","Equity","0.08","4.89","3,228,048.00","15,796,719.43","15,796,719.43","Industrials","TW0002609005","Taiwan Stock Exchange","Taiwan","TWD"
"ABG","ABSA GROUP LTD","Equity","0.08","10.55","1,489,779.00","15,723,611.20","15,723,611.20","Financials","ZAE000255915","Johannesburg Stock Exchange","South Africa","ZAR"
"000858","WULIANGYE YIBIN LTD A","Equity","0.08","32.03","489,220.00","15,669,937.82","15,669,937.82","Consumer Staples","CNE000000VQ8","Shenzhen Stock Exchange","China","CNY"
"GNDI3","NOTRE DAME INTERMEDICA PARTICIPACO","Equity","0.08","15.48","992,673.00","15,365,862.31","15,365,862.31","Health Care","BRGNDIACNOR2","XBSP","Brazil","BRL"
"ASII","ASTRA INTERNATIONAL","Equity","0.08","0.37","41,730,800.00","15,318,717.47","15,318,717.47","Consumer Discretionary","ID1000122807","Indonesia Stock Exchange","Indonesia","IDR"
"ADVANC.R","ADVANCED INFO SERVICE NON-VOTING D","Equity","0.08","5.67","2,679,500.00","15,188,786.20","15,188,786.20","Communication","TH0268010R11","Stock Exchange Of Thailand","Thailand","THB"
"2601","CHINA PACIFIC INSURANCE (GROUP) LT","Equity","0.08","2.79","5,422,000.00","15,145,932.20","15,145,932.20","Financials","CNE1000009Q7","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"BID","BID CORPORATION LTD","Equity","0.08","21.68","697,381.00","15,120,075.43","15,120,075.43","Consumer Staples","ZAE000216537","Johannesburg Stock Exchange","South Africa","ZAR"
"5880","TAIWAN COOPERATIVE FINANCIAL HOLDI","Equity","0.08","0.80","18,961,693.00","15,112,588.38","15,112,588.38","Financials","TW0005880009","Taiwan Stock Exchange","Taiwan","TWD"
"1211","SAUDI ARABIAN MINING","Equity","0.08","18.93","797,056.00","15,088,512.77","15,088,512.77","Materials","SA123GA0ITH7","Saudi Stock Exchange","Saudi Arabia","SAR"
"TATACONSUM","TATA CONSUMER PRODUCTS LTD","Equity","0.08","11.74","1,272,412.00","14,942,096.70","14,942,096.70","Consumer Staples","INE192A01025","National Stock Exchange Of India","India","INR"
"SQM.B","SOCIEDAD QUIMICA Y MINERA DE CHILE","Equity","0.08","52.30","281,015.00","14,698,191.82","14,698,191.82","Materials","CLP8716X1082","Santiago Stock Exchange","Chile","CLP"
"SMPH","SM PRIME HOLDINGS INC","Equity","0.08","0.68","21,542,300.00","14,660,492.39","14,660,492.39","Real Estate","PHY8076N1120","Philippine Stock Exchange Inc.","Philippines","PHP"
"6690","HAIER SMART HOME CLASS H LTD H","Equity","0.08","3.66","4,000,800.00","14,644,310.73","14,644,310.73","Consumer Discretionary","CNE1000048K8","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"NTPC","NTPC LTD","Equity","0.08","1.57","9,331,530.00","14,638,438.22","14,638,438.22","Utilities","INE733E01010","National Stock Exchange Of India","India","INR"
"003550","LG CORP","Equity","0.08","80.64","181,268.00","14,618,261.82","14,618,261.82","Industrials","KR7003550001","Korea Exchange (Stock Market)","Korea (South)","KRW"
"2887","TAISHIN FINANCIAL HOLDING LTD","Equity","0.08","0.71","20,569,626.00","14,506,761.77","14,506,761.77","Financials","TW0002887007","Taiwan Stock Exchange","Taiwan","TWD"
"034730","SK INC","Equity","0.08","221.54","65,316.00","14,469,885.59","14,469,885.59","Industrials","KR7034730002","Korea Exchange (Stock Market)","Korea (South)","KRW"
"ANG","ANGLOGOLD ASHANTI LTD","Equity","0.07","16.70","860,348.00","14,364,225.70","14,364,225.70","Materials","ZAE000043485","Johannesburg Stock Exchange","South Africa","ZAR"
"1060","SAUDI BRITISH BANK","Equity","0.07","9.17","1,565,894.00","14,362,169.68","14,362,169.68","Financials","SA0007879089","Saudi Stock Exchange","Saudi Arabia","SAR"
"BAP","CREDICORP LTD","Equity","0.07","103.38","138,926.00","14,362,169.88","14,362,169.88","Financials","BMG2519Y1084","New York Stock Exchange Inc.","Peru","USD"
"914","ANHUI CONCH CEMENT LTD H","Equity","0.07","5.14","2,788,500.00","14,325,436.83","14,325,436.83","Materials","CNE1000001W2","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"6488","GLOBALWAFERS LTD","Equity","0.07","31.41","456,000.00","14,324,091.90","14,324,091.90","Information Technology","TW0006488000","Gretai Securities Market","Taiwan","TWD"
"1088","CHINA SHENHUA ENERGY LTD H","Equity","0.07","2.10","6,806,000.00","14,318,023.67","14,318,023.67","Energy","CNE1000002R0","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"POLY","POLYMETAL INTERNATIONAL PLC","Equity","0.07","20.45","694,152.00","14,192,443.58","14,192,443.58","Materials","JE00B6T5S470","Standard-Classica-Forts","Russian Federation","RUB"
"916","CHINA LONGYUAN POWER GROUP CORP LT","Equity","0.07","2.09","6,791,000.00","14,181,804.87","14,181,804.87","Utilities","CNE100000HD4","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"BEKE","KE HOLDINGS ADR REPRESENTING INC","Equity","0.07","18.45","763,116.00","14,079,490.20","14,079,490.20","Real Estate","US4824971042","New York Stock Exchange Inc.","China","USD"
"BDMS.R","BANGKOK DUSIT MEDICAL SERVICES NON","Equity","0.07","0.72","19,415,000.00","14,055,837.95","14,055,837.95","Health Care","TH0264010R10","Stock Exchange Of Thailand","Thailand","THB"
"267","CITIC LTD","Equity","0.07","1.19","11,814,000.00","14,035,113.63","14,035,113.63","Industrials","HK0267001375","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"DRREDDY","DR REDDYS LABORATORIES LTD","Equity","0.07","63.84","218,711.00","13,962,070.60","13,962,070.60","Health Care","INE089A01023","National Stock Exchange Of India","India","INR"
"2883","CHINA DEVELOPMENT FINANCIAL HOLDIN","Equity","0.07","0.51","27,209,000.00","13,902,373.03","13,902,373.03","Financials","TW0002883006","Taiwan Stock Exchange","Taiwan","TWD"
"586","CHINA CONCH VENTURE HOLDINGS LTD","Equity","0.07","3.98","3,477,000.00","13,843,427.11","13,843,427.11","Industrials","KYG2116J1085","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"SBILIFE","SBI LIFE INSURANCE COMPANY LTD","Equity","0.07","16.11","859,138.00","13,843,165.26","13,843,165.26","Financials","INE123W01016","National Stock Exchange Of India","India","INR"
"KRW","KRW CASH","Cash","0.07","0.09","16,125,010,559.00","13,819,266.02","13,819,266.02","Cash and/or Derivatives","-","-","Korea (South)","KRW"
"TATAMOTORS","TATA MOTORS LTD","Equity","0.07","3.98","3,432,811.00","13,677,013.79","13,677,013.79","Consumer Discretionary","INE155A01022","National Stock Exchange Of India","India","INR"
"KGH","KGHM POLSKA MIEDZ SA","Equity","0.07","46.73","292,238.00","13,654,851.34","13,654,851.34","Materials","PLKGHM000017","Warsaw Stock Exchange/Equities/Main Market","Poland","PLN"
"2327","YAGEO CORP","Equity","0.07","17.43","774,799.00","13,507,371.52","13,507,371.52","Information Technology","TW0002327004","Taiwan Stock Exchange","Taiwan","TWD"
"ALE","ALLEGRO SA","Equity","0.07","17.91","748,586.00","13,404,592.48","13,404,592.48","Consumer Discretionary","LU2237380790","Warsaw Stock Exchange/Equities/Main Market","Poland","PLN"
"1919","COSCO SHIPPING HOLDINGS LTD H","Equity","0.07","1.95","6,860,749.00","13,375,823.72","13,375,823.72","Industrials","CNE1000002J7","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"IQCD","INDUSTRIES QATAR","Equity","0.07","3.59","3,719,941.00","13,363,589.20","13,363,589.20","Industrials","QA000A0KD6K3","Qatar Exchange","Qatar","QAR"
"3037","UNIMICRON TECHNOLOGY CORP","Equity","0.07","5.33","2,509,000.00","13,361,351.49","13,361,351.49","Information Technology","TW0003037008","Taiwan Stock Exchange","Taiwan","TWD"
"1918","SUNAC CHINA HOLDINGS LTD","Equity","0.07","2.51","5,273,000.00","13,219,493.59","13,219,493.59","Real Estate","KYG8569A1067","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"2020","SABIC AGRI-NUTRIENTS","Equity","0.07","33.22","397,569.00","13,207,779.40","13,207,779.40","Materials","SA0007879139","Saudi Stock Exchange","Saudi Arabia","SAR"
"VIPS","VIPSHOP HOLDINGS SPONSORED ADS REP","Equity","0.07","14.30","923,324.00","13,203,533.20","13,203,533.20","Consumer Discretionary","US92763W1036","New York Stock Exchange Inc.","China","USD"
